id,Humidity,Wind_Speed_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
2806,0.93,18.69,152.0,9.85,1010.01,si,Warm,20.56
2807,0.72,0.0,0.0,15.83,1022.7,si,Normal,15.63
2808,0.8,6.55,293.0,15.83,1010.13,si,Normal,16.09
2809,0.73,8.26,183.0,12.85,1018.42,no,Cold,-0.88
2810,0.85,12.4,131.0,10.26,1016.55,si,Cold,2.22
2811,0.77,12.17,222.0,14.96,1008.06,si,Normal,8.29
2812,0.61,2.62,151.0,15.31,1010.98,si,Warm,24.1
2813,0.82,11.08,309.0,8.13,1026.28,si,Cold,3.31
2814,0.64,13.7,156.0,10.35,1016.6,si,Normal,12.62
2815,0.71,4.86,112.0,9.98,1023.7,si,Normal,10.0
2816,0.59,4.83,10.0,9.98,1016.0,si,Normal,13.89
2817,0.81,9.47,197.0,9.98,1020.42,si,Normal,15.29
2818,0.93,2.75,166.0,1.98,1031.93,no,Cold,-1.06
2819,0.96,3.41,289.0,15.31,1013.83,si,Normal,12.27
2820,0.99,11.03,168.0,4.19,1019.62,si,Normal,7.25
2821,0.3,10.84,212.0,9.98,1009.57,si,Warm,32.24
2822,0.71,7.95,79.0,9.98,1016.0,si,Normal,17.22
2823,1.0,5.88,238.0,15.65,1011.59,si,Normal,16.67
2824,0.93,14.49,190.0,8.05,1010.5,si,Normal,5.0
2825,0.86,13.83,41.0,5.14,1024.9,no,Cold,-3.36
2826,0.83,10.58,150.0,8.13,1022.35,si,Normal,7.82
2827,0.97,2.67,84.0,3.59,1032.23,si,Cold,1.94
2828,0.96,17.71,290.0,3.06,989.2,si,Cold,3.33
2829,0.86,8.53,340.0,11.27,1017.41,si,Warm,21.29
2830,0.93,3.06,78.0,4.75,1021.76,si,Normal,10.79
2831,0.58,6.17,149.0,15.83,1011.44,si,Warm,20.88
2832,0.86,6.44,240.0,15.13,1020.3,si,Normal,11.67
2833,0.68,19.37,149.0,11.27,1021.68,si,Normal,14.86
2834,0.96,2.77,287.0,7.82,1007.66,si,Normal,15.56
2835,0.73,16.1,130.0,9.98,1009.0,si,Warm,22.22
2836,0.93,0.0,0.0,3.98,1024.65,si,Normal,7.16
2837,0.62,24.15,320.0,11.27,1019.0,si,Normal,16.11
2838,0.66,16.86,350.0,11.4,1017.68,si,Warm,24.09
2839,0.46,14.12,349.0,10.35,1018.55,si,Warm,20.9
2840,0.44,13.75,151.0,9.98,1024.74,si,Warm,20.0
2841,0.39,17.05,153.0,11.4,1005.5,si,Normal,12.72
2842,0.96,3.16,28.0,3.11,1016.98,si,Normal,5.39
2843,0.49,6.05,60.0,15.83,1021.33,si,Warm,22.08
2844,0.89,7.94,14.0,3.11,1020.15,si,Cold,2.71
2845,0.92,3.2,171.0,3.96,1004.39,no,Cold,-5.12
2846,0.57,21.65,11.0,11.21,1026.43,si,Normal,8.89
2847,0.93,3.03,178.0,5.97,1017.52,si,Normal,13.18
2848,0.72,6.44,350.0,16.1,1031.0,no,Cold,-0.56
2849,0.73,8.76,310.0,11.4,1018.42,si,Warm,20.61
2850,0.82,19.88,141.0,9.98,1008.28,si,Cold,0.03
2851,0.24,3.61,299.0,9.98,1008.09,si,Warm,32.24
2852,0.73,13.36,340.0,9.98,1015.37,si,Warm,22.11
2853,0.81,10.06,232.0,15.31,1007.5,si,Normal,13.72
2854,0.93,34.9,330.0,5.62,1003.09,si,Normal,9.88
2855,0.75,11.27,300.0,16.1,1013.1,si,Normal,16.67
2856,0.87,21.19,128.0,7.81,996.17,si,Normal,9.79
2857,0.42,10.32,80.0,11.27,1017.37,si,Warm,26.96
2858,0.57,14.07,212.0,11.21,1014.88,si,Normal,7.87
2859,0.85,16.87,0.0,15.83,997.75,si,Normal,8.15
2860,0.39,15.23,152.0,11.4,1017.06,si,Normal,17.98
2861,0.96,6.44,310.0,6.12,1009.4,no,Cold,-1.67
2862,0.62,33.62,139.0,11.13,987.08,si,Normal,12.04
2863,0.58,4.23,265.0,10.37,1017.91,si,Normal,16.97
2864,0.78,4.54,182.0,9.98,1015.74,si,Normal,15.03
2865,0.82,23.63,309.0,9.98,1017.72,si,Normal,4.98
2866,0.78,9.39,310.0,3.56,1021.57,no,Cold,-3.93
2867,0.62,8.74,162.0,11.45,1010.87,si,Warm,23.87
2868,0.84,8.05,330.0,11.27,1015.4,si,Warm,20.0
2869,0.78,23.07,129.0,11.27,1005.74,si,Warm,20.02
2870,0.64,17.71,130.0,9.98,1018.4,si,Warm,22.22
2871,0.84,3.22,220.0,15.13,1040.53,no,Cold,-6.21
2872,0.93,5.12,31.0,9.9,1016.42,si,Warm,21.07
2873,1.0,4.52,181.0,2.03,1018.57,no,Cold,-2.11
2874,0.75,4.6,110.0,9.98,1016.82,si,Warm,23.64
2875,0.74,7.55,187.0,9.98,1011.69,si,Normal,14.81
2876,0.92,1.85,179.0,6.02,1026.92,no,Cold,-1.09
2877,0.29,13.33,263.0,10.35,1016.86,si,Warm,26.93
2878,0.87,14.76,12.0,11.27,1024.81,si,Normal,13.19
2879,0.48,2.64,300.0,16.1,1020.41,si,Warm,21.08
2880,0.6,2.9,5.0,10.26,1018.14,si,Warm,22.53
2881,0.86,8.13,272.0,6.2,1007.47,si,Normal,10.03
2882,0.61,12.64,151.0,9.98,1021.72,si,Normal,12.29
2883,0.79,13.94,286.0,14.96,1015.77,si,Cold,3.07
2884,0.96,3.22,280.0,12.08,1008.2,si,Normal,12.22
2885,0.53,7.12,278.0,10.58,1014.03,si,Warm,20.32
2886,0.48,8.68,97.0,10.35,1017.91,si,Warm,22.6
2887,0.9,4.51,157.0,5.92,1013.8,si,Normal,8.59
2888,0.93,7.97,320.0,15.6,1011.32,si,Normal,18.76
2889,0.97,16.24,19.0,3.82,1014.59,si,Cold,0.05
2890,0.84,4.83,50.0,9.98,1023.5,no,Cold,-5.0
2891,0.96,9.66,213.0,4.91,1020.05,no,Cold,-2.15
2892,1.0,7.68,140.0,4.83,0.0,si,Normal,10.05
2893,0.41,14.28,319.0,15.83,1019.38,si,Warm,21.18
2894,0.96,0.0,0.0,0.0,1019.2,si,Normal,7.78
2895,0.95,10.38,104.0,2.25,1014.31,no,Cold,-2.09
2896,0.9,6.84,323.0,14.33,1015.81,si,Warm,18.96
2897,0.93,8.03,353.0,9.98,1004.58,si,Normal,11.16
2898,0.62,8.61,25.0,11.45,1022.99,si,Cold,0.26
2899,0.59,3.06,328.0,9.98,1013.67,si,Warm,22.33
2900,0.86,4.67,24.0,9.98,1021.88,si,Normal,10.09
2901,0.78,20.51,300.0,8.13,1019.68,si,Normal,7.24
2902,0.49,5.33,133.0,9.98,1013.31,si,Warm,29.84
2903,0.67,3.38,36.0,15.18,1016.14,si,Warm,21.31
2904,0.73,21.38,171.0,9.9,1020.08,si,Normal,9.94
2905,0.62,20.93,70.0,9.98,1024.9,si,Cold,3.89
2906,0.75,30.11,291.0,8.05,1003.06,si,Cold,1.16
2907,0.38,15.99,338.0,16.1,1012.12,si,Warm,31.16
2908,0.81,13.75,172.0,9.03,1019.56,si,Normal,5.75
2909,0.83,6.3,329.0,14.96,1025.12,no,Cold,-2.98
2910,0.78,1.69,310.0,10.26,1013.54,si,Normal,12.67
2911,0.64,4.43,27.0,11.21,1009.88,si,Warm,22.11
2912,0.82,10.01,46.0,14.96,996.39,si,Normal,8.16
2913,0.36,11.64,243.0,9.98,1018.4,si,Warm,18.88
2914,0.9,2.95,175.0,9.98,1014.26,si,Normal,16.04
2915,0.93,3.91,42.0,4.43,1021.25,si,Normal,10.49
2916,0.89,11.03,190.0,9.98,1016.03,si,Cold,4.1
2917,0.56,8.08,128.0,9.98,1016.38,si,Warm,27.67
2918,0.5,13.68,13.0,10.35,1017.37,si,Normal,7.16
2919,0.87,7.04,322.0,3.49,1023.62,si,Normal,7.17
2920,0.37,22.54,30.0,11.27,1017.7,si,Normal,17.78
2921,0.7,4.8,266.0,10.26,1023.59,si,Cold,3.89
2922,0.96,3.22,320.0,7.91,1015.87,si,Normal,4.97
2923,0.92,9.68,197.0,10.19,1027.93,si,Normal,5.09
2924,0.86,10.51,262.0,4.83,1010.28,si,Normal,5.02
2925,0.54,13.07,7.0,9.98,1017.16,si,Normal,11.26
2926,0.58,11.38,310.0,9.98,1023.74,si,Normal,15.07
2927,0.33,26.66,320.0,9.98,1016.0,si,Warm,24.88
2928,0.35,4.7,40.0,9.98,1023.83,si,Normal,17.2
2929,0.25,15.65,8.0,9.98,1013.93,si,Warm,29.91
2930,0.68,15.99,71.0,9.98,1025.29,no,Cold,-2.85
2931,0.88,3.09,263.0,10.98,1019.22,si,Cold,2.87
2932,0.84,3.25,356.0,14.88,1041.73,no,Cold,-6.01
2933,0.9,10.4,178.0,9.71,1026.58,si,Normal,13.96
2934,1.0,10.98,141.0,4.99,1015.34,si,Normal,5.07
2935,0.89,7.78,140.0,3.98,1026.3,si,Cold,2.89
2936,1.0,7.89,2.0,0.16,1033.92,si,Normal,5.02
2937,0.36,6.07,47.0,15.15,1029.69,si,Normal,6.56
2938,0.7,1.61,160.0,9.98,1024.9,si,Normal,5.0
2939,0.78,14.1,298.0,14.09,1007.25,no,Cold,-3.89
2940,0.87,11.06,310.0,9.98,1013.95,si,Warm,20.05
2941,0.94,9.64,169.0,5.64,1020.03,no,Cold,-1.27
2942,0.87,3.12,352.0,15.18,1012.14,si,Normal,18.82
2943,0.64,12.08,17.0,11.06,1020.06,si,Normal,5.37
2944,0.83,25.26,301.0,11.21,1011.47,si,Normal,14.98
2945,0.56,10.22,347.0,9.98,1013.36,si,Warm,22.29
2946,0.55,3.08,349.0,9.98,1010.76,si,Normal,13.98
2947,0.71,24.78,189.0,15.83,1005.92,si,Cold,3.77
2948,0.92,3.9,251.0,13.81,1026.75,no,Cold,-2.2
2949,0.38,12.49,1.0,9.98,1015.08,si,Warm,27.71
2950,0.87,9.52,110.0,14.68,1003.61,si,Normal,7.2
2951,0.99,17.11,161.0,0.89,1015.62,no,Cold,-2.15
2952,0.35,9.23,150.0,9.98,1015.15,si,Warm,27.8
2953,0.32,3.51,134.0,16.1,1018.32,si,Warm,31.09
2954,0.75,22.86,300.0,11.45,1009.2,si,Normal,11.47
2955,0.85,21.85,29.0,3.56,1022.87,si,Cold,1.11
2956,0.95,2.0,225.0,3.11,1025.37,si,Cold,0.65
2957,0.7,2.9,199.0,14.96,1020.18,si,Normal,15.13
2958,0.44,16.15,290.0,9.98,1016.94,si,Normal,16.14
2959,0.9,11.13,309.0,9.98,1017.85,si,Normal,12.27
2960,0.89,11.21,319.0,4.94,1012.2,si,Cold,1.64
2961,0.54,12.17,78.0,11.21,1024.09,si,Normal,6.13
2962,0.84,20.22,239.0,10.05,997.31,si,Normal,16.61
2963,0.78,8.18,346.0,9.98,1014.28,si,Warm,19.96
2964,0.62,14.2,286.0,11.45,1019.79,si,Normal,7.74
2965,0.45,3.51,37.0,10.4,1009.54,si,Warm,30.27
2966,0.8,6.52,130.0,9.8,1027.78,si,Normal,6.64
2967,0.93,16.82,140.0,0.35,1007.32,si,Normal,4.87
2968,0.44,4.64,45.0,9.98,1027.46,si,Warm,19.0
2969,0.74,13.62,176.0,11.99,1019.19,si,Normal,10.01
2970,0.53,16.13,295.0,10.35,1009.45,si,Warm,29.97
2971,0.88,9.92,339.0,16.1,1017.67,si,Cold,3.92
2972,0.46,4.57,111.0,10.26,1013.61,si,Warm,27.92
2973,0.84,9.02,160.0,8.05,1007.67,si,Normal,13.71
2974,0.83,25.76,150.0,11.27,1005.6,si,Normal,8.89
2975,0.67,14.72,191.0,9.19,1018.11,si,Normal,7.72
2976,0.86,9.71,131.0,4.8,1012.36,no,Cold,-0.18
2977,0.99,3.09,162.0,1.71,1009.33,no,Cold,-0.31
2978,0.58,17.53,329.0,15.83,1019.31,si,Normal,8.84
2979,0.77,7.87,202.0,11.27,1013.43,si,Warm,20.19
2980,1.0,3.22,300.0,0.27,1020.03,no,Cold,-0.02
2981,0.42,11.46,320.0,10.37,1020.26,si,Warm,22.31
2982,0.88,3.33,346.0,15.15,1017.43,si,Normal,6.41
2983,0.77,7.73,342.0,8.36,1004.69,si,Cold,2.16
2984,0.84,3.22,180.0,9.98,0.0,si,Warm,20.05
2985,0.59,20.04,21.0,15.18,1025.43,si,Normal,5.03
2986,0.77,4.4,232.0,10.38,1015.21,si,Warm,19.94
2987,0.89,3.22,160.0,16.1,1019.8,si,Normal,10.56
2988,0.93,9.37,321.0,11.27,1019.59,si,Normal,9.98
2989,0.49,12.72,201.0,11.27,1001.94,si,Warm,19.82
2990,0.77,3.38,293.0,15.83,1010.65,si,Normal,10.09
2991,0.79,12.65,159.0,6.94,1016.03,si,Normal,6.18
2992,0.66,6.49,181.0,15.18,1012.65,si,Warm,25.19
2993,0.54,26.52,342.0,10.58,1012.14,si,Warm,19.87
2994,0.43,7.04,43.0,9.98,1025.03,si,Normal,17.89
2995,0.74,5.52,12.0,14.96,1010.76,si,Normal,17.79
2996,0.93,6.26,49.0,6.34,1037.96,no,Cold,-3.23
2997,0.87,11.01,319.0,6.02,999.23,si,Normal,4.81
2998,0.85,7.95,168.0,9.71,1024.7,si,Cold,1.11
2999,0.29,9.79,321.0,10.35,1012.42,si,Warm,25.8
3000,0.39,13.67,51.0,10.58,1009.95,si,Warm,28.42
3001,0.86,7.97,160.0,8.05,1003.18,si,Normal,7.09
3002,0.83,12.27,139.0,9.98,1021.79,si,Normal,9.84
3003,0.78,10.9,352.0,11.21,1017.3,si,Warm,25.0
3004,0.97,0.0,0.0,15.87,1016.11,si,Warm,18.82
3005,0.59,17.02,268.0,5.54,1011.39,si,Normal,16.55
3006,0.88,25.95,292.0,11.21,1009.41,si,Normal,8.98
3007,0.38,17.71,70.0,9.98,1024.7,si,Normal,7.22
3008,0.36,7.99,353.0,15.55,1021.36,si,Warm,19.92
3009,0.67,10.09,78.0,9.98,1011.45,si,Warm,23.91
3010,0.38,24.02,254.0,15.55,1008.57,si,Warm,22.72
3011,0.73,10.82,169.0,11.04,1009.08,si,Warm,22.83
3012,0.85,10.38,163.0,8.21,1019.76,si,Cold,1.11
3013,0.96,6.15,324.0,4.99,1014.58,si,Normal,10.67
3014,0.8,6.17,130.0,9.9,1029.09,no,Cold,-9.51
3015,0.85,21.36,311.0,9.98,1022.23,si,Cold,2.33
3016,0.75,11.16,310.0,11.4,1021.74,si,Cold,4.13
3017,0.85,1.93,82.0,9.79,1028.61,si,Cold,0.47
3018,0.93,8.19,213.0,3.36,1021.6,si,Normal,5.1
3019,0.8,3.62,192.0,15.83,1012.75,si,Normal,16.76
3020,0.39,12.88,230.0,9.98,1014.6,si,Warm,25.0
3021,0.8,13.99,341.0,16.1,1018.12,si,Normal,11.05
3022,0.93,28.59,117.0,4.69,995.08,si,Normal,5.72
3023,0.6,3.03,350.0,11.27,0.0,si,Warm,22.12
3024,0.96,7.18,62.0,8.15,1004.9,si,Cold,3.12
3025,0.66,4.23,323.0,11.4,1014.31,si,Warm,25.05
3026,0.73,23.14,169.0,9.76,1019.37,si,Normal,13.84
3027,0.64,9.56,139.0,9.98,1020.16,si,Cold,2.29
3028,0.96,16.92,10.0,6.2,1005.5,si,Normal,12.11
3029,0.87,16.81,129.0,11.8,1003.49,si,Normal,7.2
3030,0.96,3.75,213.0,0.48,1032.79,si,Cold,1.62
3031,0.83,6.05,18.0,14.68,1027.44,si,Cold,3.73
3032,0.85,9.08,65.0,14.17,1013.61,si,Normal,17.76
3033,0.93,3.4,317.0,4.6,1029.98,si,Cold,1.9
3034,0.73,12.57,36.0,11.04,1011.57,si,Warm,22.43
3035,0.38,11.16,301.0,10.26,1021.34,si,Warm,20.88
3036,0.87,7.99,299.0,3.06,1037.41,si,Cold,3.09
3037,0.89,7.7,72.0,5.96,1026.54,si,Normal,7.44
3038,0.41,22.48,207.0,15.55,1011.77,si,Warm,30.23
3039,0.77,22.22,299.0,11.27,1021.73,si,Normal,9.97
3040,0.38,7.58,136.0,10.37,1017.51,si,Warm,23.14
3041,0.65,35.42,310.0,11.27,1006.9,si,Normal,7.22
3042,0.49,13.23,288.0,9.98,1013.6,si,Normal,16.92
3043,0.75,13.62,213.0,9.98,1013.25,si,Cold,0.04
3044,0.86,16.33,30.0,6.34,0.0,si,Normal,9.95
3045,0.76,11.27,300.0,11.27,1021.4,si,Normal,5.0
3046,0.39,21.11,220.0,10.35,1008.51,si,Warm,27.11
3047,0.86,10.92,340.0,5.83,1017.8,si,Normal,9.85
3048,0.9,3.11,167.0,15.83,1010.27,si,Normal,16.71
3049,0.73,0.0,0.0,16.1,1018.22,si,Warm,22.73
3050,0.93,6.38,342.0,6.2,1017.03,si,Warm,19.33
3051,0.9,6.3,337.0,15.18,1020.06,si,Normal,18.75
3052,0.57,2.06,152.0,9.42,1009.12,si,Normal,15.94
3053,0.92,5.84,186.0,0.61,1008.68,si,Cold,4.52
3054,0.87,3.24,254.0,15.83,1021.27,si,Normal,18.36
3055,0.49,15.92,240.0,11.21,1011.75,si,Normal,17.78
3056,0.7,3.46,347.0,9.98,1016.07,si,Cold,2.76
3057,0.46,2.82,33.0,9.98,1015.99,si,Warm,28.87
3058,0.99,15.05,279.0,11.27,1007.83,si,Normal,10.05
3059,0.93,14.49,160.0,0.32,1018.0,si,Normal,5.0
3060,0.61,3.83,353.0,8.65,1037.63,no,Cold,-6.15
3061,0.89,7.97,97.0,9.43,1002.18,no,Cold,-6.14
3062,0.24,11.27,290.0,9.98,1020.0,si,Warm,27.22
3063,0.84,19.72,332.0,7.08,1014.05,no,Cold,-2.16
3064,0.48,14.28,159.0,15.83,1017.17,si,Normal,14.22
3065,0.92,10.51,155.0,9.68,1013.74,si,Cold,3.74
3066,0.7,11.04,320.0,15.83,1016.82,si,Normal,13.73
3067,0.83,10.74,151.0,8.32,1019.99,si,Normal,6.31
3068,0.83,13.86,128.0,7.87,1013.37,si,Cold,1.64
3069,0.3,7.89,58.0,16.1,1021.06,si,Warm,21.06
3070,0.59,6.28,120.0,16.05,1012.49,si,Normal,13.15
3071,0.81,9.26,90.0,7.04,1036.74,no,Cold,-6.14
3072,0.45,14.39,302.0,9.98,1014.49,si,Warm,19.95
3073,0.99,4.81,34.0,7.55,1019.11,si,Normal,12.61
3074,0.86,1.85,58.0,9.98,1015.52,si,Warm,20.21
3075,0.56,13.77,150.0,9.98,1017.58,si,Normal,14.84
3076,0.49,9.68,182.0,11.21,1012.23,si,Warm,22.24
3077,0.99,10.61,162.0,14.52,1009.53,si,Normal,12.93
3078,0.69,19.66,162.0,9.8,1015.29,si,Cold,1.18
3079,0.88,13.81,180.0,14.91,1009.48,si,Normal,6.21
3080,0.93,5.99,179.0,7.7,1015.34,si,Normal,11.97
3081,0.88,14.99,21.0,11.27,1008.4,si,Normal,8.99
3082,0.84,6.25,323.0,16.1,1018.07,si,Normal,18.31
3083,0.4,28.08,319.0,10.05,1015.46,si,Warm,20.01
3084,0.81,5.67,13.0,15.55,1013.69,si,Warm,19.36
3085,0.82,13.62,302.0,10.55,1008.63,no,Cold,-0.06
3086,0.95,5.92,345.0,13.94,1029.82,si,Normal,6.46
3087,0.43,20.09,292.0,11.21,1022.12,si,Warm,21.02
3088,0.36,20.69,311.0,16.1,1013.86,si,Normal,15.02
3089,0.99,6.55,178.0,0.93,1024.02,si,Normal,6.78
3090,0.61,10.75,245.0,15.55,1012.06,si,Warm,20.74
3091,0.28,8.9,342.0,15.55,1017.33,si,Warm,28.71
3092,0.84,3.22,350.0,14.91,1026.89,si,Cold,3.58
3093,0.35,9.5,174.0,15.55,1012.42,si,Warm,25.08
3094,0.4,12.03,3.0,9.98,1017.06,si,Warm,19.93
3095,0.52,5.26,101.0,10.37,1011.51,si,Warm,22.39
3096,0.88,11.35,260.0,15.83,1017.3,si,Normal,10.21
3097,0.91,12.54,300.0,3.45,1023.16,no,Cold,-3.91
3098,0.78,14.46,252.0,6.07,1028.85,si,Cold,1.06
3099,0.89,8.19,250.0,9.98,1014.9,si,Normal,7.74
3100,0.93,3.03,359.0,7.97,1018.92,si,Normal,4.84
3101,0.32,15.78,48.0,16.1,1025.44,si,Warm,27.31
3102,0.41,16.74,293.0,15.55,1013.69,si,Warm,21.24
3103,0.96,13.46,129.0,0.77,1020.72,no,Cold,-0.21
3104,0.92,6.52,279.0,14.91,1009.75,si,Cold,3.87
3105,0.88,5.02,51.0,4.44,1030.19,no,Cold,-2.19
3106,0.49,11.27,190.0,9.98,1013.8,si,Warm,27.78
3107,0.59,9.48,102.0,11.27,1007.04,si,Warm,27.29
3108,0.51,15.01,178.0,10.35,1013.01,si,Warm,18.89
3109,0.8,22.54,320.0,9.98,1020.4,si,Normal,11.11
3110,0.96,6.13,329.0,5.84,1015.06,si,Normal,4.99
3111,0.68,3.25,170.0,9.98,1019.81,si,Warm,19.93
3112,0.54,8.53,151.0,15.55,1021.32,si,Normal,6.38
3113,0.85,3.7,42.0,1.84,1035.85,no,Cold,-4.93
3114,0.61,14.15,160.0,9.98,1027.46,si,Warm,18.93
3115,0.45,7.5,212.0,9.98,1017.78,si,Warm,31.23
3116,0.91,9.47,126.0,4.33,1019.35,si,Cold,3.6
3117,0.8,6.44,170.0,9.98,1019.5,si,Normal,15.0
3118,0.88,12.88,30.0,8.05,1019.1,no,Cold,-1.11
3119,1.0,10.92,201.0,7.91,1006.14,si,Normal,13.22
3120,1.0,10.19,20.0,3.4,1011.49,si,Normal,11.09
3121,0.91,3.72,278.0,14.96,1012.14,si,Normal,14.76
3122,0.75,16.87,119.0,9.71,1032.53,no,Cold,-5.12
3123,0.81,16.23,312.0,9.76,1013.54,si,Warm,22.11
3124,0.79,9.29,9.0,16.1,1021.72,si,Normal,18.74
3125,0.94,10.5,298.0,7.99,1004.81,si,Normal,17.19
3126,0.69,10.67,99.0,9.69,1035.27,no,Cold,-7.38
3127,0.93,3.49,258.0,10.03,1018.45,si,Normal,11.22
3128,0.67,3.35,301.0,9.98,1016.81,si,Warm,21.18
3129,0.8,6.31,309.0,16.1,1018.77,si,Normal,13.31
3130,0.74,9.32,7.0,14.96,1041.15,no,Cold,-11.58
3131,0.8,3.17,52.0,15.18,1016.03,si,Warm,19.02
3132,0.82,12.88,30.0,11.27,0.0,si,Cold,2.78
3133,0.82,0.14,330.0,16.1,1022.35,si,Normal,15.43
3134,0.39,12.61,350.0,15.55,1021.88,si,Warm,24.74
3135,0.93,3.22,130.0,2.58,1015.6,si,Normal,5.56
3136,0.88,3.17,262.0,15.83,1035.89,no,Cold,-4.61
3137,0.76,29.77,159.0,15.73,1004.5,si,Normal,9.05
3138,0.78,25.33,161.0,10.27,1004.77,si,Normal,8.37
3139,0.48,10.32,75.0,11.45,1013.33,si,Warm,20.22
3140,0.43,8.98,342.0,11.5,1024.38,si,Normal,15.14
3141,0.86,11.27,338.0,15.78,1018.44,si,Normal,9.97
3142,0.5,15.73,177.0,8.36,1012.32,si,Warm,23.78
3143,0.93,3.67,273.0,3.09,1010.31,si,Normal,8.98
3144,0.49,4.77,36.0,15.18,1022.05,si,Warm,29.82
3145,0.66,10.9,159.0,15.83,1009.47,si,Normal,11.76
3146,0.72,6.15,203.0,7.87,1033.66,no,Cold,-2.7
3147,0.68,12.48,233.0,9.9,1022.87,si,Normal,13.67
3148,0.71,13.22,136.0,14.17,1019.73,si,Normal,13.81
3149,0.4,17.18,235.0,15.31,1011.07,si,Warm,26.08
3150,0.9,12.72,282.0,10.95,1008.07,si,Normal,13.79
3151,0.69,10.79,129.0,15.13,1019.29,si,Warm,20.83
3152,0.7,24.17,1.0,10.35,1010.12,si,Normal,17.28
3153,0.83,6.65,116.0,11.45,1021.9,no,Cold,-4.16
3154,0.79,25.76,230.0,16.1,1009.7,si,Normal,6.11
3155,0.87,8.24,216.0,9.64,1009.64,si,Normal,8.3
3156,0.64,20.06,291.0,15.18,1015.97,si,Cold,3.88
3157,0.71,2.24,33.0,9.98,1018.38,si,Normal,8.86
3158,0.71,13.73,338.0,11.27,1022.35,si,Normal,12.36
3159,0.86,6.17,213.0,14.17,1020.3,si,Normal,7.23
3160,0.9,2.37,217.0,15.15,1009.78,si,Cold,4.36
3161,0.82,5.75,205.0,14.96,1010.58,si,Normal,10.87
3162,0.57,13.94,212.0,10.35,1013.47,si,Warm,24.81
3163,0.58,25.07,30.0,10.26,1036.48,si,Cold,1.13
3164,0.73,6.44,0.0,15.83,1012.85,si,Normal,12.64
3165,0.86,16.87,262.0,9.98,1014.24,si,Normal,9.96
3166,0.82,10.32,2.0,14.59,1009.39,si,Normal,15.89
3167,0.88,23.3,32.0,10.75,1004.76,si,Cold,3.94
3168,0.42,2.8,143.0,9.98,1013.37,si,Warm,25.97
3169,0.96,3.19,318.0,2.95,1007.01,no,Cold,-0.74
3170,0.87,14.41,248.0,9.98,1001.52,si,Normal,7.15
3171,0.7,11.01,339.0,15.83,1015.35,si,Normal,11.9
3172,0.49,13.54,42.0,10.35,1009.99,si,Warm,19.88
3173,0.7,9.29,291.0,11.27,1016.86,si,Normal,17.89
3174,0.84,6.31,282.0,8.13,1015.57,si,Normal,9.49
3175,0.79,2.09,247.0,14.96,1014.07,si,Normal,16.84
3176,0.93,6.44,290.0,8.13,1012.84,si,Normal,12.08
3177,0.35,17.18,196.0,15.55,1010.66,si,Warm,29.98
3178,0.99,13.28,21.0,5.14,999.3,no,Cold,-0.02
3179,0.91,6.23,141.0,14.88,1012.49,si,Normal,5.85
3180,0.92,4.54,210.0,3.36,1032.88,si,Cold,0.96
3181,0.67,9.61,43.0,9.98,1016.81,si,Warm,27.76
3182,0.96,10.56,90.0,1.42,1030.24,no,Cold,-2.2
3183,0.92,10.56,278.0,8.73,1011.52,si,Cold,2.68
3184,0.69,12.94,310.0,11.21,1023.74,no,Cold,-1.11
3185,0.82,17.18,232.0,15.83,1011.16,si,Cold,2.29
3186,0.92,14.31,309.0,7.04,1002.73,si,Normal,12.13
3187,0.68,7.79,349.0,9.98,1025.7,si,Normal,15.95
3188,0.7,28.32,300.0,8.05,1027.29,si,Cold,1.03
3189,0.84,32.57,321.0,8.19,1008.83,si,Normal,6.36
3190,0.73,10.85,157.0,9.98,1014.87,si,Warm,21.11
3191,0.92,10.58,157.0,4.2,1020.22,no,Cold,-0.41
3192,0.78,16.82,221.0,9.98,1014.98,si,Normal,8.86
3193,0.73,23.76,310.0,9.98,1014.16,si,Normal,4.98
3194,0.93,17.16,342.0,5.2,1003.71,si,Normal,14.9
3195,0.62,6.44,330.0,16.1,1024.5,si,Cold,3.89
3196,0.88,8.05,280.0,9.98,1023.0,no,Cold,-6.11
3197,0.87,9.06,160.0,4.75,1013.23,no,Cold,-10.76
3198,0.78,9.0,193.0,9.98,1002.78,si,Normal,13.76
3199,0.61,3.35,350.0,10.21,1013.93,si,Normal,11.06
3200,0.5,12.88,170.0,9.98,1018.92,si,Normal,15.0
3201,0.94,9.66,167.0,5.67,1019.96,no,Cold,-1.09
3202,0.58,17.71,359.0,15.83,1029.17,si,Normal,10.01
3203,0.54,11.27,20.0,16.1,1023.3,si,Normal,17.78
3204,0.3,22.54,310.0,9.98,1013.5,si,Warm,25.0
3205,0.89,16.1,230.0,11.27,1014.2,si,Cold,3.89
3206,0.81,11.17,357.0,14.96,1023.51,si,Normal,12.04
3207,0.87,3.2,131.0,6.97,1027.69,no,Cold,-1.14
3208,0.8,7.74,244.0,15.18,1014.99,si,Normal,14.96
3209,0.72,10.88,139.0,14.96,1016.86,si,Normal,13.04
3210,0.51,0.14,198.0,10.26,1035.9,si,Cold,0.95
3211,0.93,10.84,205.0,5.39,1009.25,si,Normal,8.91
3212,0.96,3.12,153.0,0.18,1022.9,no,Cold,-1.18
3213,0.87,11.82,199.0,6.78,1012.46,si,Normal,4.93
