humedad,velocidad_viento_kmh,rumbo_viento_grados,visibilidad_km,presion_mbar,lluvia,descripcion,temperatura
0.4,12.03,3.0,9.98,1017.06,si,Warm,19.93
0.52,5.26,101.0,10.37,1011.51,si,Warm,22.39
0.88,11.35,260.0,15.83,1017.3,si,Normal,10.21
0.91,12.54,300.0,3.45,1023.16,no,Cold,-3.91
0.78,14.46,252.0,6.07,1028.85,si,Cold,1.06
0.89,8.19,250.0,9.98,1014.9,si,Normal,7.74
0.93,3.03,359.0,7.97,1018.92,si,Normal,4.84
0.32,15.78,48.0,16.1,1025.44,si,Warm,27.31
0.41,16.74,293.0,15.55,1013.69,si,Warm,21.24
0.96,13.46,129.0,0.77,1020.72,no,Cold,-0.21
0.92,6.52,279.0,14.91,1009.75,si,Cold,3.87
0.88,5.02,51.0,4.44,1030.19,no,Cold,-2.19
0.49,11.27,190.0,9.98,1013.8,si,Warm,27.78
0.59,9.48,102.0,11.27,1007.04,si,Warm,27.29
0.51,15.01,178.0,10.35,1013.01,si,Warm,18.89
0.8,22.54,320.0,9.98,1020.4,si,Normal,11.11
0.96,6.13,329.0,5.84,1015.06,si,Normal,4.99
0.68,3.25,170.0,9.98,1019.81,si,Warm,19.93
0.54,8.53,151.0,15.55,1021.32,si,Normal,6.38
0.85,3.7,42.0,1.84,1035.85,no,Cold,-4.93
0.61,14.15,160.0,9.98,1027.46,si,Warm,18.93
0.45,7.5,212.0,9.98,1017.78,si,Warm,31.23
0.91,9.47,126.0,4.33,1019.35,si,Cold,3.6
0.8,6.44,170.0,9.98,1019.5,si,Normal,15.0
0.88,12.88,30.0,8.05,1019.1,no,Cold,-1.11
1.0,10.92,201.0,7.91,1006.14,si,Normal,13.22
1.0,10.19,20.0,3.4,1011.49,si,Normal,11.09
0.91,3.72,278.0,14.96,1012.14,si,Normal,14.76
0.75,16.87,119.0,9.71,1032.53,no,Cold,-5.12
0.81,16.23,312.0,9.76,1013.54,si,Warm,22.11
0.79,9.29,9.0,16.1,1021.72,si,Normal,18.74
0.94,10.5,298.0,7.99,1004.81,si,Normal,17.19
0.69,10.67,99.0,9.69,1035.27,no,Cold,-7.38
0.93,3.49,258.0,10.03,1018.45,si,Normal,11.22
0.67,3.35,301.0,9.98,1016.81,si,Warm,21.18
0.8,6.31,309.0,16.1,1018.77,si,Normal,13.31
0.74,9.32,7.0,14.96,1041.15,no,Cold,-11.58
0.8,3.17,52.0,15.18,1016.03,si,Warm,19.02
0.82,12.88,30.0,11.27,0.0,si,Cold,2.78
0.82,0.14,330.0,16.1,1022.35,si,Normal,15.43
0.39,12.61,350.0,15.55,1021.88,si,Warm,24.74
0.93,3.22,130.0,2.58,1015.6,si,Normal,5.56
0.88,3.17,262.0,15.83,1035.89,no,Cold,-4.61
0.76,29.77,159.0,15.73,1004.5,si,Normal,9.05
0.78,25.33,161.0,10.27,1004.77,si,Normal,8.37
0.48,10.32,75.0,11.45,1013.33,si,Warm,20.22
0.43,8.98,342.0,11.5,1024.38,si,Normal,15.14
0.86,11.27,338.0,15.78,1018.44,si,Normal,9.97
0.5,15.73,177.0,8.36,1012.32,si,Warm,23.78
0.93,3.67,273.0,3.09,1010.31,si,Normal,8.98
0.49,4.77,36.0,15.18,1022.05,si,Warm,29.82
0.66,10.9,159.0,15.83,1009.47,si,Normal,11.76
0.72,6.15,203.0,7.87,1033.66,no,Cold,-2.7
0.68,12.48,233.0,9.9,1022.87,si,Normal,13.67
0.71,13.22,136.0,14.17,1019.73,si,Normal,13.81
0.4,17.18,235.0,15.31,1011.07,si,Warm,26.08
0.9,12.72,282.0,10.95,1008.07,si,Normal,13.79
0.69,10.79,129.0,15.13,1019.29,si,Warm,20.83
0.7,24.17,1.0,10.35,1010.12,si,Normal,17.28
0.83,6.65,116.0,11.45,1021.9,no,Cold,-4.16
0.79,25.76,230.0,16.1,1009.7,si,Normal,6.11
0.87,8.24,216.0,9.64,1009.64,si,Normal,8.3
0.64,20.06,291.0,15.18,1015.97,si,Cold,3.88
0.71,2.24,33.0,9.98,1018.38,si,Normal,8.86
0.71,13.73,338.0,11.27,1022.35,si,Normal,12.36
0.86,6.17,213.0,14.17,1020.3,si,Normal,7.23
0.9,2.37,217.0,15.15,1009.78,si,Cold,4.36
0.82,5.75,205.0,14.96,1010.58,si,Normal,10.87
0.57,13.94,212.0,10.35,1013.47,si,Warm,24.81
0.58,25.07,30.0,10.26,1036.48,si,Cold,1.13
0.73,6.44,0.0,15.83,1012.85,si,Normal,12.64
0.86,16.87,262.0,9.98,1014.24,si,Normal,9.96
0.82,10.32,2.0,14.59,1009.39,si,Normal,15.89
0.88,23.3,32.0,10.75,1004.76,si,Cold,3.94
0.42,2.8,143.0,9.98,1013.37,si,Warm,25.97
0.96,3.19,318.0,2.95,1007.01,no,Cold,-0.74
0.87,14.41,248.0,9.98,1001.52,si,Normal,7.15
0.7,11.01,339.0,15.83,1015.35,si,Normal,11.9
0.49,13.54,42.0,10.35,1009.99,si,Warm,19.88
0.7,9.29,291.0,11.27,1016.86,si,Normal,17.89
0.84,6.31,282.0,8.13,1015.57,si,Normal,9.49
0.79,2.09,247.0,14.96,1014.07,si,Normal,16.84
0.93,6.44,290.0,8.13,1012.84,si,Normal,12.08
0.35,17.18,196.0,15.55,1010.66,si,Warm,29.98
0.99,13.28,21.0,5.14,999.3,no,Cold,-0.02
0.91,6.23,141.0,14.88,1012.49,si,Normal,5.85
0.92,4.54,210.0,3.36,1032.88,si,Cold,0.96
0.67,9.61,43.0,9.98,1016.81,si,Warm,27.76
0.96,10.56,90.0,1.42,1030.24,no,Cold,-2.2
0.92,10.56,278.0,8.73,1011.52,si,Cold,2.68
0.69,12.94,310.0,11.21,1023.74,no,Cold,-1.11
0.82,17.18,232.0,15.83,1011.16,si,Cold,2.29
0.92,14.31,309.0,7.04,1002.73,si,Normal,12.13
0.68,7.79,349.0,9.98,1025.7,si,Normal,15.95
0.7,28.32,300.0,8.05,1027.29,si,Cold,1.03
0.84,32.57,321.0,8.19,1008.83,si,Normal,6.36
0.73,10.85,157.0,9.98,1014.87,si,Warm,21.11
0.92,10.58,157.0,4.2,1020.22,no,Cold,-0.41
0.78,16.82,221.0,9.98,1014.98,si,Normal,8.86
0.73,23.76,310.0,9.98,1014.16,si,Normal,4.98
0.93,17.16,342.0,5.2,1003.71,si,Normal,14.9
0.62,6.44,330.0,16.1,1024.5,si,Cold,3.89
0.88,8.05,280.0,9.98,1023.0,no,Cold,-6.11
0.87,9.06,160.0,4.75,1013.23,no,Cold,-10.76
0.78,9.0,193.0,9.98,1002.78,si,Normal,13.76
0.61,3.35,350.0,10.21,1013.93,si,Normal,11.06
0.5,12.88,170.0,9.98,1018.92,si,Normal,15.0
0.94,9.66,167.0,5.67,1019.96,no,Cold,-1.09
0.58,17.71,359.0,15.83,1029.17,si,Normal,10.01
0.54,11.27,20.0,16.1,1023.3,si,Normal,17.78
0.3,22.54,310.0,9.98,1013.5,si,Warm,25.0
0.89,16.1,230.0,11.27,1014.2,si,Cold,3.89
0.81,11.17,357.0,14.96,1023.51,si,Normal,12.04
0.87,3.2,131.0,6.97,1027.69,no,Cold,-1.14
0.8,7.74,244.0,15.18,1014.99,si,Normal,14.96
0.72,10.88,139.0,14.96,1016.86,si,Normal,13.04
0.51,0.14,198.0,10.26,1035.9,si,Cold,0.95
0.93,10.84,205.0,5.39,1009.25,si,Normal,8.91
0.96,3.12,153.0,0.18,1022.9,no,Cold,-1.18
0.87,11.82,199.0,6.78,1012.46,si,Normal,4.93
0.72,0.29,120.0,6.3,1027.45,si,Normal,12.14
0.75,17.08,10.0,9.9,1010.63,no,Cold,-1.86
0.45,9.58,261.0,9.98,1015.1,si,Warm,19.95
0.68,4.6,30.0,9.98,1019.71,si,Normal,13.71
0.82,13.72,134.0,9.64,1015.82,si,Cold,3.72
0.93,11.38,309.0,9.98,1022.89,si,Normal,5.84
0.87,0.37,240.0,6.86,1034.01,si,Normal,4.98
0.85,3.8,285.0,9.98,1014.66,si,Normal,6.18
0.57,20.93,0.0,9.98,1020.2,si,Normal,5.0
0.77,15.83,243.0,9.98,1012.71,si,Cold,1.25
0.82,13.28,194.0,8.36,1019.32,si,Cold,3.79
0.71,11.11,327.0,15.15,1017.49,si,Normal,10.64
0.92,10.72,50.0,4.75,1021.01,si,Cold,4.58
0.88,12.56,142.0,9.98,1011.71,si,Cold,2.83
0.86,2.64,6.0,6.79,1030.31,si,Normal,7.32
0.52,16.44,309.0,10.35,1016.95,si,Normal,16.12
0.86,9.47,343.0,10.98,1010.96,si,Normal,7.08
0.92,3.64,11.0,15.55,1024.65,si,Normal,13.82
0.76,9.32,141.0,9.98,1020.12,si,Cold,3.77
0.86,10.98,109.0,16.1,1008.49,si,Normal,7.73
0.62,17.21,289.0,9.98,1012.05,si,Normal,16.11
0.9,7.24,121.0,6.94,1023.62,no,Cold,-0.41
0.93,12.67,307.0,15.31,1010.99,si,Normal,13.11
0.66,10.71,20.0,11.27,1012.71,si,Normal,16.18
0.79,12.99,180.0,9.14,1018.61,si,Normal,6.43
0.9,6.44,20.0,16.1,1016.6,si,Normal,14.44
0.86,9.89,250.0,9.98,1008.79,si,Normal,16.16
0.39,9.47,129.0,10.35,1017.98,si,Warm,22.59
0.92,9.11,168.0,11.54,1019.36,si,Cold,3.86
0.68,5.02,211.0,9.98,1019.65,si,Warm,21.0
0.72,11.11,297.0,11.27,0.0,si,Normal,12.75
0.93,4.41,82.0,10.71,1003.27,si,Cold,3.94
0.96,6.41,257.0,14.96,1011.03,si,Normal,15.6
0.47,21.48,140.0,9.98,1002.11,si,Warm,24.86
0.81,8.97,119.0,6.55,1039.59,si,Cold,0.93
0.74,20.08,29.0,9.98,1029.79,no,Cold,-2.91
1.0,1.16,239.0,3.93,1014.41,si,Cold,1.09
0.36,7.91,5.0,9.98,1020.27,si,Warm,29.91
0.96,1.14,176.0,2.67,1023.1,no,Cold,-7.21
0.87,19.92,319.0,6.01,1018.95,si,Normal,7.21
0.93,9.53,15.0,9.85,1015.41,si,Normal,16.14
0.99,10.48,184.0,2.56,1018.7,no,Cold,0.0
0.32,4.77,267.0,9.98,1011.0,si,Warm,23.86
0.71,13.77,349.0,15.83,1010.66,si,Normal,17.63
0.51,12.74,350.0,15.18,1011.59,si,Warm,25.75
0.66,10.74,50.0,15.83,1016.95,si,Normal,16.51
0.42,9.29,45.0,9.98,1019.43,si,Warm,23.91
0.61,23.94,301.0,11.24,1021.49,si,Cold,2.77
0.74,7.08,36.0,11.27,1011.59,si,Normal,18.59
0.54,7.58,231.0,9.98,1022.72,si,Normal,9.88
0.96,6.17,204.0,11.69,1013.81,si,Normal,16.35
0.71,6.44,180.0,15.13,1012.8,si,Normal,10.0
0.79,17.71,330.0,9.98,1015.9,si,Normal,6.11
0.73,9.42,222.0,11.27,1010.03,si,Warm,22.32
0.38,8.05,20.0,9.98,1008.2,si,Warm,21.11
0.9,24.94,150.0,13.89,999.65,si,Normal,6.98
0.93,14.15,8.0,4.88,1023.54,si,Cold,2.24
0.92,3.22,190.0,0.16,1029.8,no,Cold,-9.44
0.38,8.79,130.0,10.58,1017.73,si,Warm,23.62
0.92,2.93,120.0,4.99,1029.1,no,Cold,-6.16
0.84,15.78,128.0,9.98,1011.78,si,Normal,8.67
0.93,9.6,348.0,6.17,1019.86,si,Normal,17.09
0.74,6.3,160.0,15.18,1015.43,si,Normal,6.97
0.76,6.44,190.0,16.1,1018.0,si,Warm,21.11
0.57,9.03,8.0,11.27,1024.71,si,Normal,8.94
0.89,3.22,0.0,6.05,1034.17,si,Cold,3.82
0.28,4.67,15.0,9.98,1019.87,si,Warm,26.13
0.56,19.9,240.0,11.4,1010.93,si,Normal,18.67
0.63,4.38,289.0,15.31,1017.92,si,Normal,14.71
0.95,9.53,181.0,7.79,1019.69,si,Cold,0.94
0.89,9.55,150.0,6.04,1019.58,si,Cold,4.39
0.81,13.86,239.0,11.27,1011.19,si,Normal,16.99
0.99,1.35,50.0,0.29,1024.38,no,Cold,-6.33
0.65,45.68,320.0,11.27,1022.63,si,Normal,7.27
0.79,14.49,270.0,9.98,1006.5,si,Cold,2.78
0.67,9.31,123.0,9.98,1015.0,si,Normal,13.96
0.79,15.34,69.0,15.83,1014.33,si,Normal,17.73
0.92,10.45,52.0,8.19,1026.49,no,Cold,-6.5
0.92,4.69,94.0,5.97,1035.9,si,Cold,1.16
0.35,4.57,19.0,15.55,1017.93,si,Warm,23.97
0.86,14.3,329.0,11.45,1016.67,si,Normal,16.19
0.76,8.82,149.0,10.79,1018.94,si,Normal,8.78
0.55,14.26,328.0,15.83,1016.83,si,Normal,17.7
0.92,7.97,131.0,0.16,1023.38,no,Cold,-4.87
0.86,9.72,142.0,7.91,1020.03,si,Normal,5.02
0.5,24.76,159.0,15.55,1012.1,si,Normal,9.84
0.89,16.87,139.0,9.68,1015.82,si,Normal,4.96
0.74,27.6,140.0,15.83,1024.64,no,Cold,-4.42
0.77,14.17,290.0,9.06,1002.85,si,Normal,12.64
0.78,8.1,221.0,9.98,1012.59,si,Normal,6.32
0.86,11.11,97.0,9.56,1007.87,no,Cold,-3.06
0.34,4.83,249.0,10.35,1010.22,si,Warm,25.96
0.95,3.49,305.0,3.77,1009.9,si,Normal,6.61
0.27,12.88,300.0,9.98,1019.7,si,Warm,27.78
0.7,14.14,301.0,15.83,1016.27,si,Normal,17.76
0.97,3.3,347.0,1.09,1013.28,si,Normal,17.21
0.83,11.8,161.0,9.98,1024.17,no,Cold,-12.6
0.28,8.05,120.0,9.98,1019.1,si,Warm,27.22
0.75,29.35,286.0,14.96,1021.46,si,Normal,8.86
0.73,10.9,170.0,16.1,1019.89,si,Normal,13.13
0.61,0.53,214.0,9.98,1030.97,si,Normal,11.0
0.75,20.29,139.0,16.1,1021.26,si,Cold,1.16
0.9,10.75,301.0,14.96,1017.33,si,Normal,13.43
0.74,3.53,86.0,9.98,1018.47,si,Warm,20.88
0.94,0.82,331.0,4.38,1013.91,si,Normal,8.2
0.77,12.38,211.0,11.21,1013.92,si,Normal,13.8
0.79,5.91,133.0,15.73,1012.74,si,Warm,19.37
0.65,3.22,200.0,9.98,1009.6,si,Warm,18.89
0.88,9.9,53.0,9.21,1018.62,si,Normal,12.14
0.68,9.52,120.0,16.1,1014.99,si,Warm,18.93
0.69,5.43,88.0,11.08,1032.58,no,Cold,-2.27
0.64,4.6,147.0,10.58,1019.16,si,Warm,19.26
0.42,14.12,172.0,10.05,1006.68,si,Warm,32.07
0.72,14.33,149.0,9.98,1009.95,si,Normal,12.19
0.88,6.42,26.0,15.31,1012.52,si,Normal,15.98
0.6,11.27,320.0,16.1,1021.8,si,Normal,5.56
0.7,14.81,148.0,9.98,1012.65,si,Warm,20.78
0.92,3.22,80.0,8.05,1016.6,si,Cold,3.33
0.92,6.36,324.0,6.84,1015.59,si,Normal,6.81
0.8,25.29,320.0,15.83,1012.43,si,Normal,10.99
0.61,14.67,303.0,15.31,1015.49,si,Warm,20.04
0.32,20.66,160.0,9.98,1009.34,si,Warm,32.89
0.5,17.39,162.0,9.98,1012.98,si,Warm,30.12
0.63,23.55,149.0,9.98,1017.49,si,Normal,8.89
0.77,11.08,160.0,9.8,1015.01,si,Normal,13.84
1.0,4.69,8.0,0.63,1015.53,si,Cold,2.57
0.33,21.99,20.0,9.98,1022.67,si,Warm,19.12
0.92,5.88,39.0,10.26,1014.07,si,Normal,17.29
0.52,7.26,11.0,10.35,1021.43,si,Warm,19.97
0.93,5.55,326.0,15.18,1006.48,si,Normal,12.8
0.83,3.22,169.0,14.8,1021.32,si,Normal,14.89
0.96,3.2,339.0,6.07,1014.9,si,Normal,4.88
0.63,7.97,81.0,15.83,1011.7,si,Warm,25.04
0.85,11.08,350.0,8.13,1019.97,si,Normal,6.18
0.93,14.65,291.0,16.1,1017.33,si,Normal,12.24
0.91,6.04,15.0,14.96,1022.43,si,Cold,0.58
1.0,7.62,341.0,3.28,1019.0,si,Normal,15.99
0.42,19.9,350.0,10.05,1023.63,si,Warm,24.88
0.94,11.06,97.0,4.88,1017.31,si,Normal,4.79
0.8,3.22,300.0,16.1,1014.7,si,Normal,13.89
0.93,14.07,11.0,14.81,1021.49,si,Normal,17.18
0.89,1.96,270.0,15.18,1015.66,si,Normal,11.32
0.86,27.58,150.0,11.04,1014.41,si,Cold,2.2
0.92,1.61,170.0,6.12,1026.5,no,Cold,-1.11
0.64,12.88,320.0,11.27,1007.1,si,Warm,22.22
0.64,4.7,239.0,10.22,1007.69,si,Normal,13.83
0.83,12.88,350.0,11.27,1009.0,si,Normal,13.89
0.48,7.41,311.0,9.98,1014.86,si,Warm,31.16
0.25,32.63,297.0,11.45,1010.14,si,Normal,18.75
0.87,7.49,11.0,9.98,1011.15,si,Warm,20.08
0.9,6.42,287.0,11.69,1012.97,si,Normal,16.81
0.89,10.53,339.0,15.83,1018.03,si,Normal,10.48
0.81,6.23,338.0,15.83,1020.47,si,Normal,6.81
0.93,14.49,50.0,3.54,0.0,si,Normal,5.0
0.82,10.79,51.0,6.12,1027.52,si,Cold,3.86
0.86,23.96,320.0,7.21,1017.23,si,Normal,5.99
0.82,6.67,293.0,9.98,1017.83,si,Normal,11.47
0.93,3.22,300.0,15.83,1018.17,si,Normal,12.2
0.43,7.78,291.0,9.98,1017.49,si,Warm,22.22
0.81,23.89,270.0,10.03,1021.9,si,Cold,1.02
0.86,14.49,3.0,4.86,1020.81,si,Cold,1.14
0.78,26.97,160.0,15.6,998.05,si,Normal,13.66
0.56,21.45,319.0,14.91,1017.12,si,Normal,10.56
0.65,10.11,159.0,9.98,1022.38,si,Cold,1.72
0.76,12.32,341.0,10.26,1016.27,si,Warm,22.2
0.6,21.54,170.0,9.98,1014.26,si,Warm,29.86
0.93,4.89,151.0,4.44,1025.08,si,Normal,7.21
0.77,3.22,20.0,16.1,1017.3,si,Normal,13.33
0.7,17.28,310.0,10.26,1012.4,si,Warm,22.81
0.93,10.98,295.0,6.71,1017.29,si,Normal,6.31
0.89,10.59,274.0,14.96,1014.09,si,Normal,7.33
0.93,11.09,309.0,15.7,1016.56,si,Normal,15.41
0.79,21.61,160.0,9.98,988.62,si,Normal,15.99
0.92,3.27,193.0,15.31,1016.48,si,Warm,18.88
0.93,4.12,317.0,3.77,1019.47,si,Normal,5.14
0.63,10.85,244.0,9.98,1005.26,si,Warm,23.51
0.68,3.22,230.0,11.27,1010.5,si,Warm,22.22
0.79,10.64,151.0,16.1,1016.64,si,Normal,12.29
0.65,9.0,232.0,11.13,1008.3,si,Warm,20.79
0.99,7.37,178.0,7.52,1025.27,no,Cold,-0.96
0.92,9.76,171.0,11.08,1007.88,si,Normal,11.13
0.72,6.34,268.0,16.1,1020.14,si,Normal,12.78
0.96,3.04,14.0,9.98,1018.87,si,Normal,18.23
0.55,9.5,79.0,16.1,1021.15,si,Warm,26.02
0.76,15.87,341.0,11.21,1017.86,si,Warm,22.16
0.88,11.27,170.0,6.12,1018.9,no,Cold,-7.22
0.79,10.95,140.0,16.1,1009.58,si,Warm,21.07
0.93,8.05,300.0,11.27,1017.7,si,Normal,10.0
0.96,2.96,282.0,4.03,1016.31,si,Normal,12.24
0.67,12.64,11.0,9.98,1023.84,si,Normal,16.12
0.99,1.61,273.0,5.51,1023.84,no,Cold,-1.1
0.77,14.31,299.0,14.91,1033.65,no,Cold,-5.0
0.37,4.94,354.0,10.37,1022.69,si,Warm,23.12
0.89,3.3,263.0,5.88,1028.14,si,Cold,3.25
0.66,10.69,119.0,15.83,1023.8,si,Normal,11.96
0.87,4.62,344.0,9.98,1015.03,si,Normal,15.93
0.92,3.36,236.0,0.4,0.0,no,Cold,-0.05
0.93,11.17,278.0,14.91,1012.32,si,Normal,10.58
0.94,2.85,109.0,7.99,1020.09,si,Normal,9.89
0.92,4.67,47.0,3.75,1026.76,no,Cold,-4.13
0.41,3.25,180.0,9.98,1028.66,si,Warm,22.8
0.35,15.75,150.0,9.98,1013.23,si,Warm,31.21
1.0,11.04,151.0,0.63,1031.76,si,Cold,2.15
0.91,4.62,253.0,1.61,1039.52,no,Cold,-2.82
0.97,5.02,23.0,1.71,1021.25,si,Cold,0.99
0.86,6.38,24.0,3.65,1027.92,no,Cold,-3.99
0.56,7.55,352.0,16.1,1019.37,si,Warm,22.16
0.83,13.02,166.0,8.47,1019.66,si,Normal,4.98
0.38,7.86,337.0,16.1,1019.6,si,Warm,22.8
0.48,17.58,319.0,10.26,1015.25,si,Warm,22.64
0.69,14.7,241.0,15.87,1012.55,si,Normal,13.19
0.82,1.61,140.0,9.9,1013.42,si,Warm,20.89
0.71,4.69,208.0,5.96,1027.18,si,Normal,7.82
0.34,2.61,254.0,9.98,1012.92,si,Warm,29.96
0.86,10.95,310.0,8.13,1020.15,si,Normal,12.71
0.93,12.88,290.0,11.27,1015.2,si,Normal,13.89
0.42,15.68,220.0,9.98,1017.12,si,Normal,15.02
0.53,28.32,21.0,11.21,1033.17,si,Cold,2.27
0.31,28.72,301.0,9.98,1017.26,si,Warm,20.04
0.31,8.79,289.0,10.35,1020.78,si,Warm,20.08
1.0,16.53,138.0,10.8,1013.99,si,Cold,2.76
0.5,11.27,160.0,9.98,1016.4,si,Warm,25.0
0.76,20.61,320.0,14.96,1022.21,si,Cold,3.93
0.93,1.53,330.0,8.13,1024.43,si,Normal,8.94
0.93,11.13,168.0,7.97,1013.87,si,Normal,14.98
1.0,3.14,187.0,3.01,1030.5,no,Cold,-0.07
0.74,2.95,25.0,15.83,1015.3,si,Normal,9.4
0.72,20.54,253.0,16.1,1015.09,si,Cold,0.61
0.93,3.33,130.0,0.8,1006.34,si,Cold,3.84
0.86,8.24,150.0,11.25,1019.15,si,Normal,4.82
0.41,20.85,311.0,9.98,1017.99,si,Warm,23.75
0.53,8.28,350.0,9.98,1010.35,si,Warm,27.8
0.8,24.29,309.0,11.21,1021.71,si,Normal,12.12
0.68,12.88,20.0,9.98,1031.9,no,Cold,-6.11
0.86,16.28,317.0,6.65,1001.62,si,Normal,5.97
0.99,9.97,171.0,4.03,1006.05,si,Normal,7.93
1.0,8.05,300.0,1.45,1020.3,si,Normal,6.11
0.72,3.22,130.0,14.81,1016.69,si,Normal,13.98
0.78,13.78,119.0,9.98,1021.11,si,Normal,12.53
0.6,5.14,159.0,10.26,1015.08,si,Normal,17.73
0.91,9.35,182.0,12.25,1014.76,si,Cold,4.21
0.48,11.04,309.0,9.98,1018.23,si,Normal,13.03
0.74,13.89,130.0,10.05,1008.82,si,Normal,12.27
0.9,3.36,228.0,9.9,1015.07,si,Normal,14.03
1.0,9.37,100.0,0.16,1029.36,no,Cold,-2.38
0.69,3.72,102.0,10.05,1013.51,si,Warm,23.84
0.92,13.81,300.0,10.95,1002.62,si,Cold,1.24
0.96,6.3,226.0,15.6,1030.02,si,Cold,4.33
0.74,3.8,140.0,15.31,1013.52,si,Warm,23.42
0.92,10.46,161.0,4.67,1029.18,si,Cold,2.24
0.34,28.11,350.0,10.26,1016.6,si,Normal,9.86
0.63,8.05,220.0,9.98,1015.5,no,Cold,0.0
0.25,14.49,210.0,9.98,1016.6,si,Warm,32.78
0.56,25.68,301.0,10.35,1025.25,si,Normal,7.04
0.54,15.63,310.0,16.1,1017.33,si,Normal,17.15
0.86,3.28,120.0,6.34,1014.92,si,Normal,15.07
0.91,3.54,258.0,9.98,1017.03,no,Cold,-5.93
0.48,16.95,22.0,9.98,1023.32,si,Normal,18.73
0.54,3.24,200.0,15.31,1016.11,si,Warm,20.99
0.9,3.22,130.0,16.1,1011.2,si,Warm,21.51
0.58,11.21,260.0,9.98,1011.25,si,Warm,22.27
0.78,11.95,145.0,11.45,1002.29,si,Warm,21.22
0.93,9.27,171.0,2.98,1021.89,si,Normal,13.82
0.89,10.45,97.0,3.36,1012.16,si,Normal,7.71
0.21,8.92,62.0,9.98,1016.13,si,Warm,30.02
1.0,6.13,289.0,8.11,1021.56,si,Normal,6.03
0.47,17.71,330.0,9.98,1015.7,si,Warm,26.11
0.86,7.76,163.0,9.98,1011.28,si,Normal,10.23
0.53,6.41,154.0,15.31,1011.04,si,Warm,22.78
0.45,28.98,20.0,11.27,1011.1,si,Warm,23.89
0.78,0.9,252.0,4.59,1027.51,si,Cold,2.76
0.45,13.78,341.0,16.1,1019.04,si,Cold,23.79
0.93,11.33,309.0,9.8,1021.96,si,Normal,8.86
0.88,8.66,199.0,10.03,1015.44,si,Normal,8.81
0.92,9.58,359.0,4.83,1020.23,no,Cold,-0.09
0.48,11.22,1.0,11.21,1020.03,si,Warm,28.88
0.78,3.72,119.0,11.69,1023.73,si,Normal,5.83
0.87,7.92,165.0,6.34,1021.16,si,Normal,5.03
0.78,12.88,280.0,9.98,1017.3,no,Cold,-2.78
0.85,28.69,311.0,6.34,1007.95,si,Normal,6.31
0.87,3.22,260.0,9.53,1021.01,si,Normal,5.28
0.78,16.15,212.0,10.4,1010.9,si,Warm,19.82
1.0,29.37,340.0,10.95,998.0,si,Cold,2.64
0.93,14.01,21.0,1.45,1001.66,no,Cold,-0.09
0.52,34.34,291.0,11.27,1018.31,si,Normal,7.87
0.66,10.21,333.0,15.31,1009.62,si,Warm,23.03
0.93,3.48,165.0,3.96,1032.52,no,Cold,-1.03
0.54,5.31,179.0,15.83,1010.26,si,Warm,20.02
0.46,10.72,158.0,10.35,1013.9,si,Warm,26.41
0.44,8.11,166.0,10.35,1019.34,si,Warm,23.83
0.74,9.14,341.0,15.55,1015.12,si,Normal,13.13
0.84,2.01,267.0,7.1,1029.1,no,Cold,-0.67
0.84,3.22,40.0,15.73,1029.11,si,Normal,7.66
0.73,0.0,0.0,9.98,1015.8,si,Warm,20.0
0.71,13.4,345.0,7.81,1020.26,si,Cold,2.84
0.54,13.51,338.0,11.4,1007.66,si,Warm,23.85
0.58,15.5,170.0,16.1,1013.56,si,Warm,23.82
0.84,6.44,140.0,7.04,1015.18,si,Normal,13.91
0.51,4.67,284.0,11.27,1016.65,si,Warm,24.98
0.32,9.66,160.0,9.98,1016.1,si,Warm,31.11
0.47,12.45,62.0,9.98,1022.48,si,Normal,17.73
0.71,4.83,132.0,9.98,1023.34,si,Warm,22.53
0.8,9.71,29.0,15.18,1012.85,si,Normal,16.14
0.61,11.21,301.0,15.15,1014.74,si,Normal,17.67
0.99,10.3,161.0,11.21,1007.51,si,Normal,16.09
0.48,20.93,150.0,9.98,1021.0,si,Warm,22.78
0.55,1.47,144.0,15.83,1020.57,no,Cold,-1.07
0.39,3.14,38.0,9.98,1017.69,si,Warm,22.18
0.81,4.86,337.0,9.77,1014.42,si,Normal,6.42
0.94,12.9,143.0,4.85,998.4,si,Normal,17.04
0.93,10.05,163.0,4.12,1019.7,si,Cold,0.24
0.69,6.18,341.0,16.1,1015.63,si,Warm,22.11
0.5,4.83,330.0,11.27,1020.8,si,Cold,2.22
0.92,11.27,270.0,6.12,1041.59,no,Cold,-1.27
0.99,13.2,341.0,5.07,1014.81,si,Normal,16.14
0.94,7.79,311.0,6.6,1007.65,si,Normal,17.02
0.86,6.44,220.0,9.98,1020.7,si,Normal,12.22
0.88,9.1,94.0,3.69,1022.36,si,Cold,2.78
0.92,2.77,326.0,11.4,1022.9,si,Normal,14.17
0.83,6.44,270.0,15.83,1027.82,si,Normal,6.02
0.97,2.88,143.0,0.14,1028.7,si,Normal,7.74
0.86,12.57,330.0,11.21,1015.1,si,Cold,2.19
0.96,3.19,233.0,0.24,1029.41,no,Cold,-0.41
0.75,15.7,128.0,9.98,1018.54,si,Normal,12.18
0.75,19.74,159.0,9.98,1007.51,si,Normal,7.06
0.78,11.27,340.0,16.1,1019.1,si,Cold,0.56
0.57,7.87,144.0,15.18,1013.31,si,Normal,16.36
0.49,14.28,220.0,15.83,1036.79,no,Cold,-4.93
